Tweets;polaridad
"A una amiga que trabaja en un comercio cuyas dueñas son unas chetas megamillonarias católicas de mierda, le dijeron que sino gana Macri van a cerrar la tienda y un literal ""les pido que sino quieren quedarse sin laburo piensen a quien van a votar"". Esta gente es siniestra, lacras";NEGATIVO
Mi amiga que vive en EEUU desde hace mil años y tiene ciudadanía norteamericana y argentina, se trajo el DNI para ir a votar a Macri y va a llevar a su madre discapacitada a que también lo vote. No le afecta quién gane pero le contagié el odio a la chorra;NEGATIVO
Amigo, chile estaba igual que nosotros y salieron, no me vengas con la bldes tenemos que evolucionar! basta de este estupido modelo! El sistema de voucher tenemos que aplicarlo para mejorar la educación.;NEGATIVO
Amigo, chile estaba igual que nosotros y salieron, no me vengas con la bldes tenemos que evolucionar! basta de este estupido modelo! El sistema de voucher tenemos que aplicarlo para mejorar la educación.;NEGATIVO
Amigo, chile estaba igual que nosotros y salieron, no me vengas con la bldes tenemos que evolucionar! basta de este estupido modelo! El sistema de voucher tenemos que aplicarlo para mejorar la educación.;NEGATIVO
amigo, sin ESI y con aborto clandestino llegamos a estar así de desastre como estamos, deje de ser tan ridículo!!! crisis de valores, familia, váyanse a cagar!!! el problema es q hay cada vez pobres más pobres y ricos más ricos;NEGATIVO
A tu amigo irrecuperable decile que vote Espert Un gorila auténtico que no lleva peronchos en su lista.;NEGATIVO
AMIGO LIBERAL: Esta elección, es blanco o negro, lamentablemente no hay espacio para Espert/Lavagna Serían una oposición ideal, pero no es el momento. Ojalá que con tu voto no termines castigando a tu “mejor peor elección”. Es más sencilla la elección, es capitalismo o barbarie;NEGATIVO
A un amigo de mi mama le sacaron la pensión de la hija discapacitada, macri andate hijo de puta;NEGATIVO
Un amigo me manda una foto con los nombres de su familia 8 donde votan y el estampado de TODS Le digo: Que pena que tu familia vota a esos hdp! Me dice: que quieres que haga? Yo: aún estas a tiempo de convencerlos, tu mamá gracias a Macri le arreglaron la jubilacion.;NEGATIVO
Amigo mexicano, voca jamás ascendió a primera en la cancha, fue subido por decreto, es decir son más de la b que todos los demás y cogido en Madrid. En Argentina son odiados los vosteros por ser el equipo del estado, del corrupto de Macri;NEGATIVO
amigo si son pavadas, me podrías argumentar por que lo son?;AMBIGUO
Amigo de Macri.....PAGA LOS IMPUESTOS PEDAZO SE GARCA !!!!;NEGATIVO
Tengo muchos amigos que dejan el Macrismo y votarán por F-F y K en la pcia que mal...yo Voto Lavagna y no traicionó al Pueblo;NEGATIVO
Y tengo amigos muy boludos que odia a los K Y vota a Lavagna https://twitter.com/victorfyt/status/1160269895772360704 …;NEGATIVO
Te amo compañera! Fuerza!;POSITIVO
Amo el consenso que hay acá para hablar de Espert siempre como Pajert.;NEGATIVO
Te Amo como creo que hubiera amado a Evita;POSITIVO
Amo a los GatosssssssssssssssssssssssssssssssssssssssssssssssssssssssssssSSSSSSSSSSS!! como no amar a mi Presidente @mauriciomacri;POSITIVO
Te amo Krispasión!!!;POSITIVO
Amo los memes que hacen de Macri No dejan pasar una los hdp;NEGATIVO
Te amo Morocha #CristinaEnRosario #FernandezFernandez #TodosARosario #TodosConAlbertoPresidentehttps://twitter.com/FrenteDeTodos/status/1159227409511723008 …;POSITIVO
amo a mi país por eso no voto a macri. asi que cerra el orto https://twitter.com/JoseLChilavert_/status/1159956932402339840 …;NEGATIVO
Te amo presidentes siempre orgulloso v amos nomas carajo pasion vuelve volvemos siempre genio emoción sos te queremos alma todos corazón @equipocfk @alferdez !!!!! https://www.instagram.com/p/B04cMPgg8Rb/?igshid=1jzym5dfwwl58 …;POSITIVO
Amo q el promedio de likes de Nico del Caño es de 1000 en cada foto y en la q subió hoy en Antaño tiene más de 8000 amo mi generación dios lpm;NEGATIVO
Te amo!siempre hasta las lágrimas;POSITIVO
Te Amo Cristina..vamos Fernández Fernández vamos Argentina..vamos carajo;POSITIVO
Amo el macri Cfk es oficialmente un clásico de fútbol;AMBIGUO
amo a todos los imbeciles nacidos en cuna de oro hablando del buen gobierno de macri que ganas de cagarlos bien a trompadas y tirarlos en el medio de la villa a escuchar a los verdaderos perjudicados y LA REALIDAD y no su burbujita;NEGATIVO
amo tus tweets, cada día más payasitos ...;AMBIGUO
Te amoooooooooooooooooooooooo, gracias SIEMPRE;POSITIVO
AMOR CON AMOR SE PAGA pic.twitter.com/s6RqObtB19;POSITIVO
Xq el amor al país no tiene fecha de vencimiento y la honestidad menos , xq bastaba decir MI PADRE PAGÓ COIMAS para q no votaramos a CK , xq pudo hacer mucho y no hizo ni una puta denuncia, xq esperó a q muriera el padre para abrir la boca es q tampoco a lo voy a votar a él.;NEGATIVO
Xq el amor al país no tiene fecha de vencimiento y la honestidad menos , xq bastaba decir MI PADRE PAGÓ COIMAS para q no votaramos a CK , xq pudo hacer mucho y no hizo ni una puta denuncia, xq esperó a q muriera el padre para abrir la boca es q tampoco a lo voy a votar a él.;NEGATIVO
Que amor !! Yo que pensaba que la levantó con pala;POSITIVO
"Amorin sos o tus papás son primos? Como si Martiniano necesitaría de la Yegua, de Fiestuca, el Barba Gutierrez o Mayra Mendoza. No existen en Quilmes, tiene más chance Walter Digiusepe ex abogado del Barba en la intendencia; que todos los kukas en sus diferentes versiones. #NVM";NEGATIVO
"Amorin sos o tus papás son primos? Como si Martiniano necesitaría de la Yegua, de Fiestuca, el Barba Gutierrez o Mayra Mendoza. No existen en Quilmes, tiene más chance Walter Digiusepe ex abogado del Barba en la intendencia; que todos los kukas en sus diferentes versiones. #NVM";NEGATIVO
Ana Fernández: «En España somos bastante ridículos, vamos a la cola en todo, en especial con los animales» http://ver.abc.es/2dtmr3 Por @HelenadelaCasa;NEGATIVO
Ana Fernández: «En España somos bastante ridículos, vamos a la cola en todo, en especial con los animales» http://gente.abc.es/2dtmr2;NEGATIVO
Ana Fernández podría ser perfectamente mi vecina de enfrente y seguiría sin tener ni puta idea de quien es.;NEGATIVO
La analogía tiene un error Si hoy el Pais está considerando volver la Kukas, ES GRACIAS A MACRI Macro es el mejor FERTILIZANTE DE KUKAS qué hay Si hubiese gobernado más y pensado menos en su re elección hoy los Kukas no necesitarían PESTICIDAS;NEGATIVO
Anda a la cancha, Bobo.;NEGATIVO
Anda a comer cemento, pelotudo. 35% de pobres.;NEGATIVO
Anda a la justicia y presenta pruebas del robo...y además seguro defendes al chorro de Macri;NEGATIVO
Anda a laburar cheto de mierda;NEGATIVO
Anda a laburar cheto de mierda;NEGATIVO
Anda a laburar y déjate de hablar boludeses...otro chupaculo que pretende seguramente vivir de la política ...cara dura!;NEGATIVO
anda a laburar chorro;NEGATIVO
anda a laburar chorro;NEGATIVO
anda a laburar chorro;NEGATIVO
Anda a laburar pelotudo.el dia q labures no vas a qerer q tus inpuestos vayan a parar para cagadas;NEGATIVO
Anda a lavarte el orto;NEGATIVO
Anda a lavarte el orto;NEGATIVO
Andá a Moreno y a Monte a buscar abrazos, y a cada escuela que cerraste, y a casa de cada ciudadano que usaste su identidad, a los que quedaron sin trabajo por la nefasta gestión de cambiemos. #SeVan #AxelGobernador #VotoPorTodos Alberto Fernández Presidente @FrenteDeTodos;NEGATIVO
Andá a Moreno y a Monte a buscar abrazos, y a cada escuela que cerraste, y a casa de cada ciudadano que usaste su identidad, a los que quedaron sin trabajo por la nefasta gestión de cambiemos. #SeVan #AxelGobernador #VotoPorTodos Alberto Fernández Presidente @FrenteDeTodos;NEGATIVO
Anda a reclamarle a Urtubey y cerra el orto;NEGATIVO
anda ignorante;NEGATIVO
anda ignorante;NEGATIVO
Anda tarado ...casi te matan cuabdo no tedaban remedios!t macri!! PAVO!;NEGATIVO
Anda a la concha de tu hermana, homínido resucitado! Macri es un forro y su gobierno una mierda, ctal como vos y tus opiniones;NEGATIVO
anda a la concha de tu madre;NEGATIVO
anda a la concha de tu madre;NEGATIVO
Anda a cagar marioneta chorra, títere si ganas vos nos vamos a exiliar... choto;NEGATIVO
Anda a la puta que te pario falopero asqueroso;NEGATIVO
Anda a la puta que te pario falopero asqueroso;NEGATIVO
Anda a la puta que te pario Macri;NEGATIVO
Anda a la puta que te pario Macri;NEGATIVO
Anda a la puta que te parió gorila viejo;NEGATIVO
Anda puta pario troll mierda,lo quise que este gobierno @mauriciomacri @marquitospena @mariuvidal @horaciolarreta deben + cincuenta mil millones dolares #FondoMonetarioInternacional x culpa estos tranfugas,la mayoria fabricas cerraron las estan abiertas laburan,sin empleados.;NEGATIVO
Anda puta pario troll mierda,lo quise que este gobierno @mauriciomacri @marquitospena @mariuvidal @horaciolarreta deben + cincuenta mil millones dolares #FondoMonetarioInternacional x culpa estos tranfugas,la mayoria fabricas cerraron las estan abiertas laburan,sin empleados.;NEGATIVO
Pero anda a la concha de tu tía vieja chota;NEGATIVO
Anda a cagaaar!! Son todos CHORROS;NEGATIVO
Anda a cagaaar!! Son todos CHORROS;NEGATIVO
Andá a cagar sorete, no vuelven más.;NEGATIVO
Andá a cagar sorete, no vuelven más.;NEGATIVO
Anda cagar zurdo de pacotilla..si debe usar chaleco es X los infradotados como voz y la runfla de delincuentes de la banda kirchnerista;NEGATIVO
Anda cagar zurdo de pacotilla..si debe usar chaleco es X los infradotados como voz y la runfla de delincuentes de la banda kirchnerista;NEGATIVO
Anda a cagar basura vendepatria;NEGATIVO
Anda a votar macri desclazado de mierda. Disfruta los ultimos meses q te quedan sorete;NEGATIVO
Anda a votar a Macri globoludito;NEGATIVO
Anda a votar Macri forrito;NEGATIVO
Anda a votar a Lavagna pelotudo al cubo.;NEGATIVO
Andas mal en las encuestas pelado y salis hacer demagogia barata.;NEGATIVO
Andate al camino de lis chorros ..que son peronistas aunque quieras ...aunque vociferes penas ,siempre estarás del lado de quienes nos hundieron durante décadas y décadas y nos empobrecieron ..anda con Massita que es muy coherente ...o Lavagna que no sabe lo que quiere;NEGATIVO
Ándate a la reconcha de tu madre, forro!!!!;NEGATIVO
Ándate a la reconcha de tu madre, forro!!!!;NEGATIVO
Ándate a la reconcha de tu madre, forro!!!!;NEGATIVO
Andate a la CONCHA de tu madre;NEGATIVO
Andate a la CONCHA de tu madre;NEGATIVO
Andate a la mierda y no vuelvas nunca más.;NEGATIVO
Andate a la mierda y no vuelvas nunca más.;NEGATIVO
Ándate vos y él Mejor Equipo de Ladrones Estafadores Mafias Empresarial Judicial Escuchas Ilegales Vende Patria Socios del Imperio Asesinó EEUU FMI y los Fondos Buitres MacriGatoPanamaPepers HDP Vidal HDP Larreta HDP y Sus CEOS del Orto A la Concha de Tu Madre;NEGATIVO
Ándate vos y él Mejor Equipo de Ladrones Estafadores Mafias Empresarial Judicial Escuchas Ilegales Vende Patria Socios del Imperio Asesinó EEUU FMI y los Fondos Buitres MacriGatoPanamaPepers HDP Vidal HDP Larreta HDP y Sus CEOS del Orto A la Concha de Tu Madre;NEGATIVO
Angelici y macri , las conchas de sus madres https://twitter.com/EstoEsBoca/status/1159980451894894592 …;NEGATIVO
angelita, nosotros pertenecemos a la misma élite del Presidente MACRI Por éso lo acompañamos. No somos choripaneros. Alacena llena. Boluda, prejuiciosa.;NEGATIVO
Y la animación se hizo con un subsidio de 3 palos que administraba Andrea del Boca... Del Caño deja de vivir de la gente...produci algo alguna vez en tu zurda vida;NEGATIVO
Y la animación se hizo con un subsidio de 3 palos que administraba Andrea del Boca... Del Caño deja de vivir de la gente...produci algo alguna vez en tu zurda vida;NEGATIVO
anoche estaba en un bar, estuvimos solamente una hora y media en la cual pasaron 7 personas SI SIETE NIÑXS pidiendo una colaboración porque ni siquiera tienen para comer y VAN A VOTAR A MACRI? la puta madre sean empaticos y voten con consciencia, literalmente ME DUELE Y MUCHO;NEGATIVO
Anoche en un momento de reflexión, escribí un breve artículo sobre mi visión de la grieta, su génesis y consecuencias. Les dejo el link por si quieren leerlo . https://es.scribd.com/document/420688836/Esclavitud-y-Grieta-negocio-de-pocos-sufrimiento-de-muchos … #Grieta #Argentina #Actualidad #Politica #EleccionesArgentina #Elecciones2019 #ConsensoFederal;NEGATIVO
Anoche éramos como 5 trolos diciéndole a uno que no tiene que votar a Macri skdjakdb;NEGATIVO
anoche el tarado de Valentín me dijo q al final lo iba a votar a macri y estuve fácil media hora re triste y sin hablar—-> al final era mentira;NEGATIVO
Anónima No. Trolla.. puede ser. Besospic.twitter.com/MPsDHV9aam;NEGATIVO
Sos un anonimo. Le escribi a mis ex-alumnos. Ellos dan sus nombres no la foto de un gorila simbolo del desprecio por el pueblo pobre.;NEGATIVO
Y que tiene de anormal.. que el presidente de un país lleno de inadaptados, asesinos, corruptos, delicuentes.. use un chaleco antibalas??;NEGATIVO
Y que tiene de anormal.. que el presidente de un país lleno de inadaptados, asesinos, corruptos, delicuentes.. use un chaleco antibalas??;NEGATIVO
Anota cuánto saca mañana AF y la izquierda y vas a ver que en octubre AF saca por lo menos la suma de los dos porcentajes. Los zurdos odian a macri y lo consideran de derecha. https://twitter.com/GuadaalupeRocio/status/1160249371264475137 …;NEGATIVO
Anotate así recibes el sobre pobre ignorante k los que votamos a Macri somos honestos;NEGATIVO
Estoy más ansioso por la entrevista entre el boludo de Navarro y el imbécil de Macri que por mi cumpleaños;NEGATIVO
Yo, Ante todo soy ANTI KUKARACHOS Y aprieto la nariz para la Soberbia y voto Macri, Pero ellos los M tendrían que bajarse del yobaca y ser más normales y escuchar las críticas constructivas, no sólo las cachetadas del Mercado cuando hacen Boludeces;NEGATIVO
Anti garcas de Macri y Vidal;NEGATIVO
Año a año los gobiernos entregan nuestros recursos a grandes empresas del agro o la minería, que destruyen nuestros bosques, ríos y nuestra salud. Mira el video, compartilo con tus amigos y amigas. @VilchesLaura @NicolasdelCano pic.twitter.com/HEUw6Wvkgd;AMBIGUO
"""No se presenta en el 2011 para no entorpecer la reelección"" en ese año hubo 3 candidatos en la oposicion, la presencia o no de Macri era irrelevante";AMBIGUO
En un año de elecciones me haría feliz que se vayan Macri del país y angelici de Boca, y se vayan los 2 bien a la re concha de su madree.;NEGATIVO
Este año, espero que si no salen segundos, se sumen. Demuestren que es posible estar unidos.;POSITIVO
En sus años de gestión nos dio más memes que puestos de trabajo... Macri esta lejos de ser un lider politico, es un pelotudo y no hay mas vuelta que darle https://twitter.com/C5N/status/1159616111492685825 …;NEGATIVO
Hasta que apareció Lavagna no decía lo mismo, parece que necesita siempre un líder. Hay veces que es mejor andar solito que andar buscando un liderazgo. Perón ya no está Julio, nadie cubrirá ese vacío que lo angustia.;NEGATIVO
Ya apareció el tontito de amorfin. Seguís siendo la novia de Navarro?;NEGATIVO
Ya apareció el tontito de amorfin. Seguís siendo la novia de Navarro?;NEGATIVO
Aparentemente la seguridad en el voto está si votás Fernández-Fernández, si tenés dudas automáticamente sos macrista. Qué pelotudo es el electorado, che https://twitter.com/canisluupus/status/1159515838275379206 …;NEGATIVO
Aparte la Bonavena es más grande, la de Velez la llenas con los votantes de Lavagna.;AMBIGUO
Aparte estan burro que lo que hacen memes ya son millonarios gracias a @mauriciomacri;NEGATIVO
Aparte estan burro que lo que hacen memes ya son millonarios gracias a @mauriciomacri;NEGATIVO
Aparte no se juega lo económico,se juega la libertad,eso que tus proseres,pelearon y vos te miras el bolsillo. Cuando ganen y vayan por todo y te quedes con el culo al aire,acordate que no votaste a Macri por tu puto bolsillo mi querido argento. Querés flan y fútbol gratis.;NEGATIVO
Aparte no se juega lo económico,se juega la libertad,eso que tus proseres,pelearon y vos te miras el bolsillo. Cuando ganen y vayan por todo y te quedes con el culo al aire,acordate que no votaste a Macri por tu puto bolsillo mi querido argento. Querés flan y fútbol gratis.;NEGATIVO
Aparte ustedes vieron el perro que tiene @alferdez como no lo van a votar lpm!!!!!;NEGATIVO
Apertura de #SaltaICCACLA con cambio de guardia, cabildo provincial, Gobernador Juan Manuel Urtubey @saltaiccacla @ICCAWorldpic.twitter.com/7PxaNYBsjX;AMBIGUO
Aplaudo a la beba hermosa y a los padres, lo tendría que haber retorcido todo a ese gato de mierda! Ehhh no era macri? Perdón;NEGATIVO
